Code	Move	Type	I.O.					P.H.	Resources			Infrastructure
1246	Refuse to de-escalate military engagement	Reject	A	D	B	D	C	A	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, APRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MARENL, MARDRO, MARINF, MARSHI, MARPLA, MARMIS, MARWMD"	Communication
												
110	Disapprove	Disapprove	B	C	C	C	C	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
112	"Accuse, not specified below"	Disapprove	B	C	C	C	C	C	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
1121	"Accuse of crime, corruption"	Disapprove	B	B	C	C	C	C	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
1122	Accuse of human rights abuses	Disapprove	B	B	C	C	C	C	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
1123	Accuse of aggression	Disapprove	B	C	C	C	C	C	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
1124	Accuse of war crimes	Disapprove	B	B	C	C	C	C	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
114	Complain officially	Disapprove	C	C	C	C	D	C	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
111	Criticize or denounce	Disapprove	C	C	C	C	C	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
1125	"Accuse of espionage, treason"	Disapprove	B	B	C	D	C	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
113	Rally opposition against	Disapprove	B	B	C	D	D	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
115	Bring lawsuit against	Disapprove	B	D	C	D	C	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
116	Find guilty or liable (legally)	Disapprove	C	C	C	D	C	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
1161	"Secede from a federal union, an alliance, or a political organization"	Disapprove	B	D	C	D	D	A	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
1162	Violate international agreement 	Disapprove	B	C	C	C	D	A	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	Communication
												
90	Investigate	Investigate	B	C	C	C	C	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"Communication, Extraction, Funging"
91	"Investigate crime, corruption"	Investigate	B	B	C	C	C	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"Communication, Extraction, Funging"
92	Investigate human rights abuses	Investigate	B	B	C	C	C	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"Communication, Extraction, Funging"
93	Investigate military action	Investigate	B	C	D	C	D	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"Communication, Extraction, Funging"
94	Investigate war crimes	Investigate	B	C	D	C	D	B	"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, MASSPY, MASCYB"	"Communication, Extraction, Funging"
												
141	Demonstrate or rally	Protest	B	D	D	B	C	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
140	Engage in political dissent	Protest	B	D	D	B	C	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1413	Demonstrate for rights	Protest	B	D	D	C	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1412	Demonstrate for policy change	Protest	B	D	D	C	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1411	Demonstrate for leadership change	Protest	B	D	D	C	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1414	"Demonstrate for change in institutions, regime"	Protest	B	D	D	C	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
143	Conduct strike or boycott	Protest	B	D	D	C	C	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1433	Conduct strike or boycott for rights	Protest	B	D	D	C	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1432	Conduct strike  or boycott for policy change	Protest	B	D	D	C	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1431	Conduct strike or boycott for leadership change	Protest	B	D	D	B	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1434	Conduct strike or boycott for change in institutions	Protest	B	D	D	B	B	C	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
142	Conduct hunger strike	Protest	B	D	D	B	C	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1423	Conduct hunger strike for rights	Protest	B	D	D	C	B	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1422	Conduct hunger strike for policy change	Protest	B	D	D	C	B	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1421	Conduct hunger strike for leadership change	Protest	B	D	D	C	B	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1424	"Conduct hunger strike for change in institutions, regime"	Protest	B	D	D	B	B	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
144	"Obstruct passage, block"	Protest	A	D	C	B	C	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
1443	Obstruct passage to demand rights	Protest	A	D	C	C	C	B	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"PARPOP, PARLAB, PARINS, PARSEP, PPRRGR, PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC"	"Communication, Funging, Transportation"
